ISSUERID,IVA_COMPANY_RATING,IVA_RATING_DATE,IVA_INDUSTRY,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,LAST_SCORE_UPDATE_DATE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,ENVIRONMENTAL_PILLAR_QUARTILE,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,GOVERNANCE_PILLAR_QUARTILE,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,SOCIAL_PILLAR_QUARTILE,GICS_SUB_IND,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_QUARTILE,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_QUARTILE,FINANCING_ENV_IMP_WEIGHT,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_QUARTILE,OPPS_CLN_TECH_WEIGHT,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_QUARTILE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_QUARTILE,OPPS_RENEW_ENERGY_WEIGHT,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_QUARTILE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_QUARTILE,PROD_CARB_FTPRNT_WEIGHT,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_QUARTILE,RAW_MAT_SRC_WEIGHT,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WASTE_QUARTILE,TOXIC_EMISS_WSTE_WEIGHT,WATER_STRESS_SCORE,WATER_STRESS_QUARTILE,WATER_STRESS_WEIGHT,CORP_BEHAV_SCORE,CORP_BEHAV_QUARTILE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_QUARTILE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_QUARTILE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_QUARTILE,ACCESS_TO_HLTHCRE_WEIGHT,CHEM_SAFETY_SCORE,CHEM_SAFETY_QUARTILE,CHEM_SAFETY_WEIGHT,COMM_REL_SCORE,COMM_REL_QUARTILE,COMM_REL_WEIGHT,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_QUARTILE,FIN_PROD_SAFETY_WEIGHT,CONTROV_SRC_SCORE,CONTROV_SRC_QUARTILE,CONTROV_SRC_WEIGHT,HLTH_SAFETY_SCORE,HLTH_SAFETY_QUARTILE,INS_HLTH_DEMO_RISK_WEIGHT,HLTH_SAFETY_WEIGHT,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_QUARTILE,HUMAN_CAPITAL_DEV_WEIGHT,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_QUARTILE,LABOR_MGMT_SCORE,LABOR_MGMT_QUARTILE,LABOR_MGMT_WEIGHT,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_QUARTILE,OPPS_NUTRI_HLTH_WEIGHT,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_QUARTILE,PRIVACY_DATA_SEC_WEIGHT,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_QUARTILE,PROD_SFTY_QUALITY_WEIGHT,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_QUARTILE,RESPONSIBLE_INVEST_WEIGHT,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_QUARTILE,SUPPLY_CHAIN_LAB_WEIGHT,ACCOUNTING_SCORE,BOARD_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_QUARTILE,OWNERSHIP_AND_CONTROL_SCORE,PAY_SCORE,BUS_ETHICS_GOV_PILLAR_SD,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,CORP_BEHAV_ETHICS_SCORE,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,ACCOUNTING_GOV_PILLAR_SD,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_GOV_PILLAR_SD,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_GOV_PILLAR_SD,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_GOV_PILLAR_SD,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_GOV_PILLAR_SD,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,ESG_HEADLINE,IVA_RATING_ANALYSIS,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,ESG_OVERALL_QUARTILE,BIODIV_LAND_USE_QUARTILE,CARBON_EMISSIONS_QUARTILE,INS_CLIMATE_CHG_RISK_QUARTILE,CORP_BEHAV_TAX_TRANSP_SCORE,Industry,CompanyName
IID000000002142832,A,20221222,Retail - Consumer Discretionary,BBB,1.0,5.8,4.9,20221222.0,2.5,18,4,5.3,33,3,5.4,49,2,Apparel Retail,2.4,9.0,6.2,5.9,,,7.8,18.0,2.6,9.0,,,4.1,31.0,,,,,,,,,,,,,,,,,,,,,,,2.4,4.0,9.0,2.6,4.0,9.0,,,,,,,6.2,3,,,,,,,,,,2.7,4.0,14.0,,,,,,,,,,,,,,10.0,1.0,0.0,,,7.8,1.0,18.0,,,,5.2,4.0,17.0,,,,,,,,,,10.0,6.9,5.9,3,8.6,1.4,-1.5,50,54,6.1,-1.5,50,54,0.0,100,100,0.0,100,100,20210225,-1.40625,48,83,-3.2,44,72,-0.3125,71,68,-1.484375,17,46,,"UNITED ARROWS has been upgraded to 'A' from 'BBB'. Improvements in UNITED ARROWS' governance practices drive the upgrade. We found new evidence of a general policy against corruption, backed by whistleblower protection from retaliation. On corporate governance, our analysis of accounting practices in the Governance assessment no longer includes key metrics derived from accounting ratios. Our latest analysis indicates limited risks related to the company's accounting practices compared to global peers; this also contributed to the upgrade.UNITED ARROWS' small workforce (4,213 in FY 2021 vs. industry average of 87,619 as of Oct 2022) and sole operations in Japan, where the likelihood of labor unrest is low, may lower the company's exposure to labor management complexity. Nevertheless, like leading peers, it offers non-pay benefits to help retain staff and conducts annual engagement survey to monitor employee morale.As an apparel retailer operating in Japan, where privacy and data security regulations are stringent, UNITED ARROWS could face regulatory risks in case of data breach. Yet, we found limited evidence of audits on data security and an information system certified to globally accepted standards, such as ISO 27001; thus, it lags peers.UNITED ARROWS trails peers in adopting strong programs to mitigate risks of increase in purchasing costs tied to volatile energy prices. Our assessment reveals limited evidence of product life cycle assessments. This could limit its ability to manage risks, mainly in the supply chain, where the bulk of its carbon footprint lies.",,,6.5,,,,3.0,,4.0,,10.0,Consumer Goods,Nuclear Energy Enterprises
IID000000002142862,BBB,20221221,Industrial Conglomerates,BBB,0.0,4.9,4.2,20221221.0,2.8,21,4,3.4,50,4,6.5,29,1,Industrial Conglomerates,9.3,0.0,7.4,2.9,2.8,21.0,6.5,29.0,2.9,0.0,,,,0.0,,,,,,0.0,,,,0.0,2.8,4.0,21.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,2.9,4.0,0.0,7.4,1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,7.0,1.0,0.0,,,6.5,1.0,29.0,,,0.0,7.8,3.0,0.0,,,0.0,,,0.0,,,0.0,9.4,5.1,2.9,4,2.1,1.4,-1.0,84,98,7.3,-1.0,84,98,0.0,100,100,-0.078125,44,74,20220611,-2.20703125,20,19,-5.6,5,3,-1.796875,3,2,-1.484375,17,46,Relatively strong labor programs as operations expand; lags global peers on corporate governance,"Far Eastern New Century Corporation (FENC's) rating is unchanged at 'BBB'. In 2021, FENC broadened its recycling operations, with expansions underway in Malaysia, Vietnam and the Philippines.  This presents opportunities to tap the demand for recycled materials. As of FY 2021, rPET and recycled polyester filament products do not appear to constitute a substantial portion of total revenues. Its expanding operations may increase production requirements, and evidence indicates relatively it has robust employee management programs which may help manage related risks.FENC has a relatively small workforce (2021: 30,937 employees vs. 100,408 industry average, as of November 2022), which may present lower labor management complexity. That said, we found evidence of relatively robust programs covering employee engagement and professional development. Its job rotation program across country sites may also facilitate career growth.The company's business ethics practices lead those of most global peers. Its policies are overseen at the executive level and extend throughout its supply chains. Implementation mechanisms include staff training and audits; likewise, anti-corruption clauses are included in procurement contracts.FENC is a controlled company: 42.1% of voting rights (July 2022) are held by its founding family. The company is also involved in a series of cross-shareholdings with other companies, which is rare in its home market Taiwan (only 9% of companies are flagged). Potential board entrenchment (nine of 13 directors serving for over 15 years) may also limit management oversight.",,0.0,9.3,0.0,,0.0,3.0,,3.0,,10.0,Industrials,Asset Managementand Custody Banks Solutions
IID000000002142935,CCC,20211111,Automobiles,B,-1.0,0.6,3.0,20220429.0,4.8,30,4,1.8,33,4,2.5,37,4,Automobile Manufacturers,6.2,17.0,0.8,4.1,2.9,13.0,3.7,16.0,5.4,0.0,,,1.6,21.0,,,,,,,,,,,2.9,4.0,13.0,,,,,,,,,,6.2,3.0,17.0,,,,,,,5.4,4.0,0.0,0.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.0,0.0,,,3.7,3.0,16.0,,,,2.9,4.0,0.0,1.6,4.0,21.0,,,,,,,10.0,4.3,4.1,3,7.6,1.4,-3.6,1,8,0.6,-3.6,1,8,0.0,100,100,0.0,100,100,20220428,-2.568359375,13,23,-4.6,14,20,-0.546875,58,56,-1.484375,17,35,Lags peers in governance; M&A activity presents high exposure to staff management and quality risks,"FAW Jiefang Group has been downgraded to 'CCC' from 'B'. FAW Jiefang lags peers in adopting robust governance structures. The former CEO, who is also a representative of the controlling shareholder, remains on the board, which may raise questions related to the subordination of minority investor interests. In 2020, FAW Car acquired FAW Jiefang, and changed its main business to R&D, production, and sale of commercial vehicles. This led to increased employee headcount, which may increase exposure to workforce management complexities.Automakers with large revenues have higher exposure to product quality risks, compared to companies with low sales footprints. Due to the business acquisition in 2020, FAW Jiefang's reported sales increased by 343% in FY 2020, relative to average sales from FY 2017-2019. Further, a lack of disclosure on warranty expenses may impede investor analysis of the company's quality management performance.Despite evidence of research in automation and smart mobility solutions, the company's three-year R&D expenditure/sales ratio of 2.35% lagged the industry average of 5.06%, as of November 2021. This may hinder its long-term innovation capacity.FAW Jiefang is exposed to risks related to productivity, owing to labor-intensive operations. Further, because of the business acquisition, FAW Jiefang's employees increased to 21,077 in FY 2020, from 6,891 in FY 2019 (205.9% increase). Yet, the company's labor management practices appear to trail those of peers, with limited evidence of robust engagement programs.",,,8.0,,,,4.0,,4.0,,10.0,Other,Health Care Providersand Services Partners
IID000000002142968,AAA,20221103,Industrial Conglomerates,AAA,0.0,10.0,6.4,20221103.0,5.9,17,1,6.4,39,1,6.6,44,1,Industrial Conglomerates,10.0,0.0,3.9,8.4,5.9,17.0,6.6,44.0,9.6,0.0,,,,0.0,,,,,,0.0,,,,0.0,5.9,1.0,17.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,9.6,1.0,0.0,3.9,4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.4,2.0,0.0,22.0,6.7,2.0,22.0,,,10.0,1.0,0.0,,,0.0,9.7,1.0,0.0,,,0.0,,,0.0,,,0.0,10.0,8.2,8.4,1,9.3,8.6,-2.4,14,7,3.8,-2.4,15,7,0.0,100,100,0.0,100,100,20220413,-0.833007813,73,66,-1.2,94,89,-0.15625,91,87,-0.234375,97,97,M&A plans may boost cleantech strategy; robust employee programs to mitigate restructuring risks,"Keppel's rating is unchanged at 'AAA'. The company maintains its restructuring plans as of FY 2022, with the upcoming merger of its Offshore & Marine segment with rig builder Sembcorp Marine (definitive agreement signed in April 2022). The latter's involvement in clean technology (e.g., offshore wind farms and hydrogen-powered vessels) may support Keppel's pivot into the energy transition space. The company leads global peers on corporate governance and adopts industry-leading initiatives to mitigate workforce restructuring risks.Keppel derived ~41% of FY 2020 group revenue from cleantech, including waste-to-energy solutions and green-certified buildings, per MSCI's Sustainable Impact Metrics assessment. Through acquisitions and joint ventures, the company aims to expand its renewable energy portfolio, and develop sustainable infrastructures for EV charging and smart grids.The upcoming merger may pose staff integration challenges, given Sembcorp Marine's headcount of about 11,000 employees (FY 2021). Keppel's asset management, engineering, and real estate operations also require a skilled workforce. The company conducts regular surveys to help gauge workplace sentiment, and has education support and talent mapping strategies that may foster staff development.Construction and shipbuilding operations may entail high exposure to risks tied to workplace safety. Like most peers, Keppel has safety management certifications (i.e., ISO 45001). However, as of March 2022, it was under probe over a shipyard accident that allegedly resulted in a worker fatality.",,0.0,10.0,0.0,,0.0,1.0,,2.0,,10.0,Industrials,Residential Real Estate Ventures
IID000000002143205,B,20221212,Hotels & Travel,B,0.0,1.8,3.3,20220831.0,5.3,5,3,3.0,44,4,3.3,51,4,"Hotels, Resorts & Cruise Lines",5.3,5.0,3.8,4.1,,,4.2,26.0,4.9,0.0,,,2.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,2.0,0.0,3.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4.0,0.0,,,4.2,3.0,26.0,,,,2.4,4.0,25.0,,,,,,,,,,4.1,5.3,4.1,4,9.0,1.4,-2.4,13,41,3.7,-2.4,13,42,0.0,100,100,-0.78125,3,21,20220706,-2.125,22,68,-4.6,13,48,-0.234375,79,99,-1.484375,17,23,,"Hanatour's rating is unchanged at 'B'. Travel agencies typically collect substantial sensitive data; this exposes Hanatour to regulatory action and adverse impact on reputation tied to data breach or misuse, more so with strict privacy laws in South Korea (FY 2021: ~77% of revenue). The company lags peers in mitigating the risks. In July 2022, Hanatour was issued a ~USD 7,628 fine by the Supreme Court of Korea over alleged failure to prevent cyberattacks in 2017. On corporate governance, Hanatour continues to lag most global peers.The company's board lacks a majority of independent directors, as well as an independent chair. This may limit management oversight. Further, the absence of a pay committee and limited disclosure on executive pay may not be aligned with investors' long-term interests.Hanatour has data security measures, such as encryption. However, unlike leading peers, it appears to lack penetration testing to assess system vulnerability. Also, Hanatour's information systems appear to lack certifications to globally recognized data security standards such as ISO 27001.Our model suggests Hanatour operates in regions (FY 2021: 100% of assets in Asia, including South Korea) where there is moderate to high likelihood of labor unrest. The company has industry-standard employee benefits to mitigate related labor risks. Recent company disclosures also suggest evidence of education support provided to select staff. However, we found no evidence of annual engagement surveys which may limit its ability to assess workforce satisfaction.",,,5.3,5.0,,,4.0,,4.0,,10.0,Leisure,Logisticsand Distribution Technologies
IID000000002143225,BBB,20221128,Utilities,BB,1.0,5.2,5.8,20230124.0,8.2,21,1,4.3,50,3,6.5,29,2,Gas Utilities,8.2,21.0,5.6,4.9,,,6.5,29.0,6.1,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,6.1,3.0,0.0,5.6,3,,,,,,,,,,,,0.0,,,,,,,,,,6.5,3.0,,29.0,4.6,3.0,0.0,,,4.4,4.0,0.0,,,,7.2,4.0,0.0,,,,,,,,,,8.8,5.2,4.9,4,9.3,1.4,-1.7,35,78,5.5,-1.7,36,78,0.0,100,100,-0.15625,27,11,20221212,-2.154296875,22,38,-4.0,25,38,-0.15625,91,98,-1.484375,17,35,Improvements in corporate governance and carbon emissions management,"ENN-NG has been upgraded to 'BBB' from 'BB'. Despite being a controlled company, ENN-NG adopts measures for representation of minority shareholders, including an independent director majority on the board. Also, the removal of the key metrics derived from accounting ratios (Asset-Liability Valuation and Revenue Recognition) in the Governance assessment contributed to the upgrade due to its relatively low accounting risk compared to global peers. Further, ENN-NG enhanced its climate targets; this may help manage carbon-related risks.The company is average relative to home market peers on corporate governance. Its board has independent majority from both management and other interests; this may help provide objective management oversight. However, its disclosures on executive pay seem limited; this impedes peer comparison.ENN-NG aims to achieve carbon neutrality by 2050, underpinned by intensity reduction targets of 20% by 2025 and 50% by 2030 for scope 1 and 2 carbon emissions. With China's increasing demand for natural gas and renewable energies, besides using cleaner energy sources, the company adopts initiatives in hydrogen production technologies and renewable energy development.ENN-NG's presence primarily in China (99% of FY 2021 operations), where workplace incidents are frequent, as per our model, may expose the company to operational disruptions tied to workplace safety incidents. The company's safety management system appears industry typical. It adopts group-wide safety policies and certifies select operations to ISO 45001 standards.",7.5,0.0,8.2,21.0,,,3.0,3.0,2.0,,10.0,Utilities,Gamingand Casinos Associates
IID000000002143228,BB,20220922,Retail - Food & Staples,B,1.0,3.9,4.2,20221129.0,2.0,15,4,4.4,33,4,4.7,52,3,Food Retail,0.5,8.0,4.3,5.7,,,3.9,17.0,3.7,7.0,,,5.6,28.0,2.8,7.0,,,,,,,,,,,,,,,,,,,,,0.5,4.0,8.0,3.7,3.0,7.0,,,,,,0.0,4.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.9,2.0,17.0,2.8,4.0,7.0,2.2,4.0,14.0,9.0,1.0,14.0,,,,,,0.0,10.0,7.0,5.7,4,7.6,1.4,-2.2,17,61,4.2,-2.2,17,61,0.0,100,100,0.0,100,100,20220913,-1.347167969,49,77,-3.4,39,59,-0.546875,58,56,-1.484375,17,35,,"Shanghai Bailian Group has been upgraded to 'BB' from 'B'. Following the resignation of a non-executive director who was a former CEO, we no longer flag the board for leadership concerns. With recent changes in board and audit committee composition, we also no longer flag any director for overboarding; this may strengthen the board and committee's effectiveness contributed to the upgrade. Overall, Shanghai Bailian's corporate governance practices are average relative to home market peers.In the wake of China's ongoing anti-corruption campaign and as a state-owned entity, the company may face increased regulatory scrutiny on its ethics practices. It undertakes training for employees and audits of ethics standards to mitigate corruption-related risks. However, we found no evidence of a whistleblower protection system.The revised evaluation of product safety risks (removal of company-specific component based on revenue) has resulted in decrease in the company's overall risk exposure, helping the upgrade. As a food retailer, it could face regulatory and reputational risks in the event of food safety issues. Like leading peers, the company conducts routine supplier inspection and trains employees on food safety to mitigate such risks.The company collects customer data through its online operations, which may expose it to potential data security-related risks. Unlike better-performing peers, it appears to lack a dedicated body responsible for data security or of regular data system audits to preempt such risks.",,,6.2,,,,4.0,,4.0,,10.0,Consumer Goods,Shippingand Ports Industries
IID000000002143232,B,20210618,Construction & Farm Machinery & Heavy Trucks,,,1.8,3.5,20220613.0,2.8,24,4,2.3,41,4,5.5,35,2,Construction Machinery & Heavy Trucks,6.6,,0.8,4.7,2.4,12.0,5.5,35.0,,,3.3,12.0,,,,,,,,,,,,,2.4,4.0,12.0,,,,,,,,,,,,,,,,3.3,4.0,12.0,,,,0.8,4,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,,17.0,4.9,3.0,0.0,,,5.0,2.0,18.0,,,,,,,,,,,,,,,,10.0,4.5,4.7,3,9.3,1.4,-3.6,1,8,0.6,-3.6,1,8,0.0,100,100,0.0,100,100,20210430,-2.5,15,25,-4.1,21,33,-0.15625,91,98,-1.484375,17,35,,"We initiate coverage of SHANGHAI DIESEL ENGINE at 'B'. SDE, based in China, manufactures internal combustion engines for commercial vehicles and construction machinery. Research indicates the risk of inducements to involve in unfair business practices is high in these segments. The exposure to risk appears to be higher for state-owned entities such as SDE. However, our research found limited information on policies and programs to monitor corporate behavior. Additionally, we note weaknesses in the company's practices to manage toxic emissions.While the company has an anti-corruption framework, we found no evidence of robust compliance mechanisms such as whistleblower protection or employee training, unlike leading peers. SDE's corporate governance practices appear on par with those of home market peers. However, the board is not majority independent; this may limit objective oversight of management.As a manufacturer of diesel engines, SDE's exposure to risks of environmental liabilities and compliance costs resulting from toxic emissions and waste is moderate, relative to peers. While the company has an environmental management system, we found no evidence of toxic emission reduction targets.SDE's relatively small workforce (1,890 employees vs. industry average of 15,773 employees as of April 2021) may pose lower labor management complexity. While the company offers select non-compensation benefits and career development opportunities to employees, it lags leading industry peers in mechanisms to facilitate engagement for monitoring employee satisfaction.",,,6.6,,,,4.0,,4.0,,10.0,Industrials,Cargo Handling Consulting
IID000000002143238,B,20220922,Real Estate Development & Diversified Activities,B,0.0,2.5,3.4,20220922.0,3.3,28,4,4.3,39,3,2.5,33,4,Real Estate Development,7.6,0.0,4.2,5.6,3.3,28.0,0.8,17.0,,0.0,,,4.4,16.0,,,,,,0.0,,,,0.0,,,0.0,3.3,4.0,28.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,4.2,3,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.8,4.0,0.0,17.0,4.0,3.0,0.0,,,,,0.0,,,0.0,,,0.0,4.4,4.0,16.0,,,0.0,,,0.0,10.0,6.4,5.6,3,8.6,1.4,-2.3,16,11,4.1,-2.3,16,11,0.0,100,100,0.0,100,100,20220719,-1.640625,38,43,-3.4,38,43,-0.3125,71,49,-1.484375,17,46,,"Highwealth's rating is unchanged at 'B'. The company's corporate governance practices are now average compared to those of global and home market peers, following some improvements related to the board structure. We note the former chair, who previously served as the CEO, was replaced by a new chair in May 2021. Further, the board is now majority independent of management. However, Highwealth continues to lag global peers in adopting robust business ethics oversight and audits, and ethics training for all employees.Real estate developers, such as Highwealth, are exposed to the risk of operational disruptions and liabilities in the event of job safety incidents. While the company conducts safety training for its employees and aims for zero occupational disasters, it continues to trail industry peers in having detailed safety controls that extend to contractors. Further, it appears to lack widely accepted safety certifications such as ISO 45001.The growing global demand for sustainable and energy-efficient properties presents growth opportunities in green buildings. However, unlike with its better-performing peers, we found limited evidence of the company's property portfolio achieving recognized green building certifications such as LEED.Residential property developers could face high warranty costs in the event of construction quality lapses. Yet, Highwealth appears to lack detailed certification and training programs for its construction contractors to enhance product quality.",,0.0,7.6,0.0,,0.0,4.0,,3.0,,10.0,Real Estate,Real Estate Managementand Services Associates
IID000000002143241,CCC,20220916,Semiconductors & Semiconductor Equipment,CCC,0.0,0.3,3.8,20221129.0,5.1,35,2,3.5,35,4,2.7,30,4,Semiconductors,4.4,,2.5,5.5,7.1,15.0,2.8,20.0,3.6,20.0,,,,,,,2.5,10.0,,,,,,,7.1,1.0,15.0,,,,,,,,,,,,,,,,,,,3.6,4.0,20.0,2.5,4,,,,,,,,,,,,,,,,,,,2.5,4.0,10.0,,,,,2.8,4.0,20.0,,,,,0.0,,,,,,0.0,,,,,,,,,,10.0,5.5,5.5,3,9.3,2.3,-2.9,6,30,2.3,-2.9,6,30,0.0,100,100,0.0,100,100,20210401,-2.050292969,24,41,-3.5,35,52,-0.15625,91,98,-1.328125,26,53,Lags global market peers in business ethics; limited talent management programs,"Sanan Optoelectronics' rating is unchanged at 'CCC'. Sanan Optoelectronics (Sanan) continues to trail global market peers in business ethics programs. We found no evidence of best practices, such as ethics standard audits, employee training, or whistleblower protection, that could help mitigate corruption-related risks. Moreover, developing LEDs typically requires specialized talent. Yet, Sanan continues to trail industry peers in mitigating talent attraction and retention risks.The growing demand in the mini-LED display market generally requires chip manufacturers such as Sanan to stay ahead of the curve in terms of innovation; this fuels intense competition for talent. Yet, unlike leading peers, Sanan seems to lack programs to boost workforce diversity that could help attract key talent.Manufacturing LED and RF chips may be considered water-intensive, as per our model, posing risks of operational disruptions or higher input costs for Sanan in the event of water scarcity. However, it lags industry peers in implementing strong water-conservation measures. We found no evidence of measures to assess water risk such as water-use projections of its production facilities.China's increasing reliance on imports of tin, tungsten, tantalum, and gold may expose chip manufacturers such as Sanan to reputational or regulatory risks should such minerals be traced to conflict zones. However, Sanan lags industry peers in due diligence practices. It appears to lack supplier verification schemes for its raw materials.",,,4.4,,,,4.0,,4.0,,10.0,Technology,Commodity Chemicals Solutions
IID000000002143242,BB,20220722,Diversified Financials,B,1.0,3.2,4.0,20220722.0,4.4,5,4,2.7,42,4,5.0,53,1,Other Diversified Financial Services,4.4,5.0,5.4,3.0,,,4.5,24.0,6.5,0.0,,,6.0,12.0,5.1,17.0,,,,0.0,,4.4,4.0,5.0,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,6.5,2.0,0.0,5.4,4,,,0.0,5.1,1.0,17.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,4.5,2.0,24.0,,,5.8,4.0,0.0,,,0.0,6.0,3.0,12.0,,,0.0,,,0.0,,,0.0,10.0,4.1,3.0,4,4.1,1.4,-1.8,32,76,5.3,-1.8,32,76,0.0,100,100,0.0,100,100,20221220,-2.65625,12,20,-5.5,5,6,-1.328125,12,16,-1.484375,17,35,Limited anti-corruption measures raise concerns,"AVIC Industry-Finance Holdings has been upgraded to 'BB' from 'B'. The rating upgrade is driven by improvements in the company's practices to help manage potential adverse environmental impacts of its lending activities. We found evidence of a formal framework with industry-specific lending policies, enforced with ESG due diligence and risk assessments. AVIC Industry-Finance Holdings has also expanded its business involvement in green finance markets. Further, the company leads peers in financing underserved groups in China.The company leads peers in offering inclusive finance through its leasing, trust, and securities subsidiaries. Such initiatives may help engage with financially underserved clients, such as small enterprises (e.g., funding for procurement of wind power equipment in China). We also note its USD 11 billion funding to western China (considered a less-developed and underbanked region) in FY 2021.We note improvements in the company's efforts such as engagement surveys and education support to help retain skilled talent in the competitive environment. Its employee turnover was 13% in 2021, on par with the industry average as of July 2022.While the board has an independent majority, the chair/CEO role is combined; this may hinder board independence. While related-party transactions with the controlling owner increased to 16.7% of expenses in 2021 (14.6% in 2020), its fully independent audit committee may exert financial oversight. On corporate behavior, it lags peers in adopting a detailed ethics policy and regular ethics audits.",,0.0,8.3,0.0,,0.0,4.0,,4.0,,10.0,Financials,Real Estate Developmentand Diversified Activities LLC
